text,label
them,en
дорога,ru
на,ru
длинный,ru
what,en
управление базами данных,ru
это,ru
злой,ru
облачные вычисления,ru
год,ru
it,en
что,ru
his,en
team,en
нельзя,ru
health,en
boy,en
body,en
"e,kl",ru_wrong
бедный,ru
нельзя,ru
her,en
светлый,ru
вы,ru
не,ru
docker,en
"[,n;",ru_wrong
питон,ru
ask,en
ты,ru
кровь,ru
я,ru
war,en
new,en
друг,ru
no,en
truck,en
чёрный,ru
know,en
ехать,ru
h'ktb,ru_wrong
несмотря,ru
idea,en
life,en
bytu,ru_wrong
member,en
что,ru
control,en
head,en
seem,en
when,en
рука,ru
minute,en
team,en
which,en
try,en
first,en
грязный,ru
говорить,ru
friend,en
these,en
web,en
lettuce,en
не,ru
ghq]hq,ru_wrong
глупый,ru
снег,ru
force,en
artificial,en
change,en
year,en
дом,ru
good,en
number,en
красивый,ru
make,en
тем,ru
чистый,ru
others,en
an,en
фиолетовый,ru
we,en
слабый,ru
be,en
i,en
можно,ru
себя,ru
team,en
noodle,en
бедный,ru
body,en
дымно,ru
понимать,ru
язык,ru
разработка,ru
help,en
important,en
our,en
быстрый,ru
бежать,ru
new,en
your,en
ios,en
football,en
картофель,ru
год,ru
cherry,en
few,en
'tyь,ru_wrong
own,en
not,en
если,ru
which,en
быстрый,ru
also,en
one,en
as,en
yt;ьpc,ru_wrong
business,en
whatever,en
дорога,ru
most,en
an,en
war,en
into,en
тёплый,ru
his,en
сила,ru
быстрый,ru
к,ru
чеснок,ru
ехать,ru
seem,en
make,en
сидеть,ru
сон,ru
они,ru
стать,ru
after,en
длинный,ru
think,en
good,en
расти,ru
можно,ru
service,en
плыть,ru
you,en
not,en
force,en
trance,en
сон,ru
работа,ru
i,en
нельзя,ru
хорошо,ru
лететь,ru
need,en
on,en
gfblrmq,ru_wrong
;l'rh,ru_wrong
office,en
go,en
умный,ru
could,en
пока,ru
public,en
he,en
year,en
"tb,ь",ru_wrong
'fnyl,ru_wrong
u;ejfq,ru_wrong
звезда,ru
with,en
город,ru
her,en
back,en
head,en
слышать,ru
just,en
маленький,ru
мокрый,ru
",e];m",ru_wrong
coconut,en
",ebr;fq",ru_wrong
спать,ru
человек,ru
знать,ru
знать,ru
robot,en
лицо,ru
line,en
земля,ru
person,en
early,en
go,en
менее,ru
лодка,ru
to,en
both,en
admin,en
not,en
as,en
good,en
сила,ru
стоять,ru
спать,ru
even,en
cul'rh,ru_wrong
зелёный,ru
all,en
if,en
president,en
rock,en
algorithm,en
ylvь,ru_wrong
whenever,en
big,en
zhkrl,ru_wrong
поле,ru
работа,ru
water,en
end,en
мочь,ru
see,en
long,en
по,ru
over,en
луна,ru
расти,ru
тусклый,ru
ask,en
air,en
as,en
want,en
service,en
зуб,ru
небо,ru
фиолетовый,ru
which,en
дождь,ru
"t[h,ь",ru_wrong
minute,en
белый,ru
время,ru
красивый,ru
in,en
уж,ru
важно,ru
its,en
кожа,ru
рука,ru
result,en
кожа,ru
душа,ru
